account,date,dunk_line,punch,target,source,views,video_id
democrats,20260210,america’s greatest,up (powerful figure),Donald Trump,caption,1300000,7605349229556550925
democrats,20260211,Pam Bondi crashes out during House hearing on the Epstein files 😬,up (powerful figure),Pam Bondi,overlay,2900000,7605657279567908110
democrats,20260211,"You can let her filibuster all day long, but not on our watch.",up (powerful figure),Pam Bondi,speech,2900000,7605657279567908110
democrats,20260211,we saw what you did in the Senate.,up (powerful figure),Pam Bondi,speech,2900000,7605657279567908110
democrats,20260211,LOSER LAWYER.,up (powerful figure),Pam Bondi,overlay,2900000,7605657279567908110
democrats,20260211,NOT EVEN A LAWYER.,up (powerful figure),Pam Bondi,overlay,2900000,7605657279567908110
democrats,20260211,lmao,up (powerful figure),Kristi Noem,caption,603600,7605709243043351822
democrats,20260211,this is my favorite glass room because it has beautiful transparent glass,up (powerful figure),Kristi Noem,overlay,603600,7605709243043351822
democrats,20260211,pam bondi suffers visible cortisol spikes after being brutally truthpilled and factmogged by house democrats,up (powerful figure),Pam Bondi,overlay,1900000,7605727313413541134
democrats,20260212,how pam bondi felt lying to the house judiciary committee,up (powerful figure),Pam Bondi,overlay,551100,7606004147694931213
democrats,20260212,Did your girl boss too close to the sun?,up (powerful figure),Pam Bondi,sound,551100,7606004147694931213
democrats,20260212,Did they catch you having far too much fun?,up (powerful figure),Pam Bondi,sound,551100,7606004147694931213
democrats,20260212,But you're playing on your phone.,up (powerful figure),JD Vance,sound,612500,7606038660236053774
democrats,20260212,"No, I'm not playing on my phone. I'm taking care of business.",up (powerful figure),JD Vance,sound,612500,7606038660236053774
democrats,20260212,couples therapy dc,up (powerful figure),JD Vance,overlay,612500,7606038660236053774
democrats,20260212,peter thiel workout,up (powerful figure),JD Vance,overlay,612500,7606038660236053774
democrats,20260212,Where would you go for a Gavin Newsom-style haircut?,up (powerful figure),JD Vance,overlay,612500,7606038660236053774
democrats,20260212,22 signs your coworkers secretly hate you,up (powerful figure),JD Vance,overlay,612500,7606038660236053774
democrats,20260212,Maybelline eyeliner pencils,up (powerful figure),JD Vance,overlay,612500,7606038660236053774
democrats,20260212,whatever you say man,up (powerful figure),Robert F. Kennedy Jr.,caption,934500,7606108941348588814
democrats,20260212,I used to snort cocaine off the toilet seats.,up (powerful figure),Robert F. Kennedy Jr.,speech,934500,7606108941348588814
democrats,20260213,New reporting reveals Corey Lewandowski fired a Coast Guard pilot after Kristi Noem's blanket was left behind on a plane.,up (powerful figure),Corey Lewandowski; Kristi Noem,overlay,851900,7606389839285603597
democrats,20260213,how kristi noem is moving with her blankie 🥺,up (powerful figure),Kristi Noem,overlay,791800,7606465080334585102
democrats,20260213,secretary of homeland security throwing a fit over her blanket btw,up (powerful figure),Kristi Noem,caption,791800,7606465080334585102
democrats,20260213,the face of MAHA ???,up (powerful figure),Donald Trump,caption,1200000,7606480427557211405
democrats,20260213,I was so fat and nasty.,up (powerful figure),Donald Trump,sound,1200000,7606480427557211405
democrats,20260213,I would eat anything.,up (powerful figure),Donald Trump,sound,1200000,7606480427557211405
democrats,20260213,"I was like 345 pounds, a quart of ice cream every hour.",up (powerful figure),Donald Trump,sound,1200000,7606480427557211405
democrats,20260217,you can tell who i am from the back cuz it's heavy,up (powerful figure),Donald Trump,sound,12700000,7607935660825005325
democrats,20260217,limitless if it was evil,up (powerful figure),Donald Trump,caption,9500000,7607942236361280782
democrats,20260217,Take the Amplified and the Reversal And smash together those two different infinities to create imaginary mass Imaginary Technique Hollow Purple,up (powerful figure),Donald Trump,sound,9500000,7607942236361280782
democrats,20260217,the real mvp of the all-star game,up (powerful figure),the actual MVP of the all-star game,caption,807300,7607955507684429069
democrats,20260217,That's what I do!,up (powerful figure),opponents/doubters,speech,807300,7607955507684429069
democrats,20260218,haunted.,up (powerful figure),Donald Trump,overlay,2300000,7608269973282098445
democrats,20260218,the scariest ghost yet,up (powerful figure),Donald Trump,caption,2300000,7608269973282098445
democrats,20260218,don’t poke the bear,own-side (gloat),Gavin Newsom's political opponents,caption,231200,7608293284552772878
democrats,20260218,Far-right pastor Doug Wilson: “I’m a friend to pedophiles”,up (powerful figure),Doug Wilson,overlay,455400,7608312716545051917
democrats,20260218,pete hegseth’s featured prayer service speaker btw,up (powerful figure),Pete Hegseth,caption,455400,7608312716545051917
democrats,20260219,RELEASE THE FILES.,up (powerful figure),Donald Trump,overlay,986300,7608603519829970189
democrats,20260219,think he got the message?,up (powerful figure),Donald Trump,caption,986300,7608603519829970189
democrats,20260219,mike johnson seeing november 2026 coming,up (powerful figure),Mike Johnson,overlay,355100,7608611428081224973
democrats,20260219,A crippling state of mind,up (powerful figure),Mike Johnson,sound,355100,7608611428081224973
democrats,20260219,average trump cabinet member after seeing a dog,up (powerful figure),Donald Trump's cabinet members,overlay,346400,7608694930357112077
democrats,20260219,I bet I'm losing dogs,up (powerful figure),Donald Trump's cabinet members,sound,346400,7608694930357112077
democrats,20260219,he’s all over those files,up (powerful figure),Donald Trump,caption,319800,7608722734062800142
democrats,20260220,trump trying to distract from the epstein files by talking about aliens,up (powerful figure),Donald Trump,overlay,2600000,7608954841922161934
democrats,20260220,yikes!,up (powerful figure),JD Vance,caption,576900,7609062959163215117
democrats,20260220,do i creep you out?,up (powerful figure),JD Vance,overlay,576900,7609062959163215117
democrats,20260223,picked last for dodgeball vibes,up (powerful figure),Kash Patel,caption,494100,7610091893074038030
democrats,20260223,kash patel inviting himself into the team usa locker room to flail a beer around (taxpayers paid $100k for ts) 💀,up (powerful figure),Kash Patel,overlay,494100,7610091893074038030
democrats,20260223,BOOTLICKER,up (powerful figure),Donald Trump's supporters,overlay,307100,7610184974561512718
democrats,20260223,🫵🤣,up (powerful figure),Donald Trump's supporters,caption,307100,7610184974561512718
democrats,20260225,he lied.,up (powerful figure),Donald Trump,overlay,2100000,7610661963303095566
democrats,20260225,do you feel protected?,up (powerful figure),Donald Trump,caption,2100000,7610661963303095566
democrats,20260225,real medal holder 🥇,up (powerful figure),Donald Trump,caption,606000,7610895050834218254
democrats,20260225,MOGGED,up (powerful figure),Donald Trump,overlay,606000,7610895050834218254
democrats,20260225,I feel like my main goal for this competition was to mog.,up (powerful figure),Donald Trump,speech,606000,7610895050834218254
democrats,20260225,yikes!,up (powerful figure),Donald Trump,caption,387300,7610931734774942989
democrats,20260225,epstein files hidden,up (powerful figure),Donald Trump,overlay,387300,7610931734774942989
democrats,20260225,grocery prices are up,up (powerful figure),Donald Trump,overlay,387300,7610931734774942989
democrats,20260225,over a million jobs cut,up (powerful figure),Donald Trump,overlay,387300,7610931734774942989
democrats,20260225,gutting medicaid,up (powerful figure),Donald Trump,overlay,387300,7610931734774942989
democrats,20260225,ICE terrorizing americans,up (powerful figure),Donald Trump,overlay,387300,7610931734774942989
democrats,20260225,measles coming back,up (powerful figure),Donald Trump,overlay,387300,7610931734774942989
democrats,20260225,tax cuts for billionaires,up (powerful figure),Donald Trump,overlay,387300,7610931734774942989
democrats,20260225,red carpet for putin,up (powerful figure),Donald Trump,overlay,387300,7610931734774942989
democrats,20260225,cutting cancer research,up (powerful figure),Donald Trump,overlay,387300,7610931734774942989
democrats,20260225,kicked people off of food stamps,up (powerful figure),Donald Trump,overlay,387300,7610931734774942989
democrats,20260226,side quests trump admin officials go on while americans can't afford groceries and ICE is shooting people in the street,lateral (institution),Trump administration officials,overlay,373900,7611262690916322573
democrats,20260227,this trend but it's the commander in chopped,up (powerful figure),Donald Trump,overlay,475600,7611615973258349838
democrats,20260227,wtf is trump's energy secretary doing?,up (powerful figure),Chris Wright,overlay,883400,7611649197267356941
democrats,20260227,bro Trump's energy sec is on another planet 💀,up (powerful figure),Chris Wright,overlay,1400000,7611656972483529997
democrats,20260227,dawg 😳,up (powerful figure),Chris Wright,caption,1400000,7611656972483529997
democrats,20260228,so much for this,up (powerful figure),Donald Trump,overlay,500500,7611949691688733965
democrats,20260302,"Moisturize me, moisturize me.",up (powerful figure),Donald Trump,sound,1500000,7612729466237783309
democrats,20260302,liar.,up (powerful figure),Donald Trump,caption,9200000,7612737661467397389
democrats,20260302,all they do is lie.,up (powerful figure),J.D. Vance; Donald Trump,caption,409700,7612763400371850509
democrats,20260302,JD Vance calling Trump the President of Peace,up (powerful figure),J.D. Vance; Donald Trump,overlay,409700,7612763400371850509
democrats,20260302,(they just bombed Iran btw),up (powerful figure),Donald Trump; J.D. Vance,overlay,409700,7612763400371850509
democrats,20260302,👬,up (powerful figure),Donald Trump,caption,565700,7612777213506653453
democrats,20260302,best friends 🤢,up (powerful figure),Donald Trump,overlay,565700,7612777213506653453
democrats,20260303,do you guys see that??,up (powerful figure),Donald Trump,overlay,2000000,7613157791884184863
democrats,20260303,what is that??,up (powerful figure),Donald Trump,overlay,2000000,7613157791884184863
democrats,20260303,omg,up (powerful figure),Donald Trump,overlay,2000000,7613157791884184863
democrats,20260305,stop protecting pedophiles,up (powerful figure),Donald Trump and Joe Biden,overlay,1500000,7613835812546923790
democrats,20260305,is this winning???,up (powerful figure),Donald Trump,caption,2200000,7613843624777895182
democrats,20260305,gas prices under trump keep going up😩,up (powerful figure),Donald Trump,overlay,2200000,7613843624777895182
democrats,20260305,"Please, please, please, Mr. President, we're winning too much. We can't take it anymore. We're not used to winning in our country.",up (powerful figure),Donald Trump,sound,2200000,7613843624777895182
democrats,20260305,Trump has fired Kristi Noem as Secretary of Homeland Security. 🙌🙌,up (powerful figure),Kristi Noem,overlay,924200,7613880610238631182
democrats,20260305,#OPENTOWORK,up (powerful figure),Kristi Noem,overlay,924200,7613880610238631182
democrats,20260305,womp womp,up (powerful figure),Kristi Noem and Corey Lewandowski,caption,319900,7613889966241795341
democrats,20260305,tfw your affair isn't sanctioned by trump anymore 😥,up (powerful figure),Kristi Noem and Corey Lewandowski,overlay,319900,7613889966241795341
democrats,20260306,kristi noem’s replacement btw,up (powerful figure),Markwayne Mullin,caption,172400,7614190938604227854
democrats,20260306,GOP lawmaker accused of picking colleagues' noses on Israel trip,up (powerful figure),Markwayne Mullin,overlay,172400,7614190938604227854
democrats,20260306,nose picker markwayne mullin 🙏,up (powerful figure),Markwayne Mullin,overlay,172400,7614190938604227854
democrats,20260309,trump's granddaughter while people can't afford groceries,up (powerful figure),Kai Trump,overlay,8200000,7615311118193478925
democrats,20260309,spot the difference...,up (powerful figure),Donald Trump and Kai Trump,overlay,8200000,7615311118193478925
democrats,20260309,Everybody wants to rule the world,up (powerful figure),Donald Trump,sound,8200000,7615311118193478925
democrats,20260309,pov: you're a republican president golfing after starting a war and crashing the economy,up (powerful figure),Republican presidents,overlay,1300000,7615381904333769998
democrats,20260310,déjà vu.,up (powerful figure),Donald Trump,caption,358000,7615669662189128973
democrats,20260311,people are reportedly 'afraid not to wear them.',up (powerful figure),Donald Trump's allies,overlay,199800,7616062468099493134
democrats,20260311,Marco Rubio was photographed wearing a pair Trump ordered for him by just guessing his size.,up (powerful figure),Marco Rubio,overlay,199800,7616062468099493134
democrats,20260311,They looked noticeably too big.,up (powerful figure),Marco Rubio,overlay,199800,7616062468099493134
democrats,20260311,And why aren't you in uniform?,up (powerful figure),Marco Rubio,sound,199800,7616062468099493134
democrats,20260311,crazy pull for cpac 😭,up (powerful figure),CPAC,overlay,185400,7616079052666948877
democrats,20260311,THE DEVIL FROM THE BIBLE,up (powerful figure),CPAC,overlay,185400,7616079052666948877
democrats,20260312,gross,up (powerful figure),Donald Trump's rally,caption,424900,7616394922098265357
democrats,20260312,most normal trump rally,up (powerful figure),Donald Trump's rally,overlay,424900,7616394922098265357
democrats,20260312,must smell crazy in there,up (powerful figure),Jake Paul and Donald Trump,caption,8100000,7616471212125867277
democrats,20260312,why is he sweating so much??? 😰,up (powerful figure),Jake Paul,overlay,8100000,7616471212125867277
democrats,20260312,"It's everyday bro, with the Disney Channel flow",up (powerful figure),Jake Paul,speech,8100000,7616471212125867277
democrats,20260313,the math isn’t mathing,up (powerful figure),Donald Trump,caption,1200000,7616773987221196045
democrats,20260313,"trump on his way to say the war is over (just deployed 2,500 marines btw)",up (powerful figure),Donald Trump,overlay,1200000,7616773987221196045
democrats,20260316,Let's just leave it at North Korea and CBS.,other,CBS,speech,304400,7617662351759723789
democrats,20260316,trump singing in the discord call thinking he's muted 😥,up (powerful figure),Donald Trump,overlay,14100000,7617863458805009678
democrats,20260316,his best friend joining in ❤️,up (powerful figure),Donald Trump and Jeffrey Epstein,overlay,14100000,7617863458805009678
democrats,20260316,fucking up the economy,up (powerful figure),Donald Trump,overlay,31800000,7617911383870442765
democrats,20260316,"weird, scaly neck rash and rapidly decaying hand",up (powerful figure),Donald Trump,overlay,31800000,7617911383870442765
democrats,20260316,Presidents found in the Scroll of Epstein will often attack other countries to divert attention,up (powerful figure),Donald Trump,overlay,2200000,7617983005038103822
democrats,20260316,Accepting special milk from RFK Jr will cause stamina to recover 50% slower,up (powerful figure),Robert F. Kennedy Jr.,overlay,2200000,7617983005038103822
democrats,20260316,"Be careful, disrupting the drunkards at the tavern can induce 'Aspect of Terror'",up (powerful figure),Pete Hegseth,overlay,2200000,7617983005038103822
democrats,20260316,Activating 'Blame the Media' reduces criticism damage by 10%,up (powerful figure),Karoline Leavitt,overlay,2200000,7617983005038103822
democrats,20260317,trump realizing he can spike gas prices and start another forever war at the same time,up (powerful figure),Donald Trump,overlay,410200,7618337930691628301
democrats,20260317,I've got the magic in me,up (powerful figure),Donald Trump,sound,410200,7618337930691628301
democrats,20260318,this trump voter just called him a worthless pile of shit 💀,up (powerful figure),Donald Trump,overlay,401400,7618612905147141389
democrats,20260318,You're a worthless pile of s**t.,up (powerful figure),Donald Trump,speech,401400,7618612905147141389
democrats,20260318,what mfs sound like when they tell you trump is the peace president,up (powerful figure),"People who call Donald Trump the ""peace president""",overlay,207600,7618622848541789454
democrats,20260318,the “pro peace ticket”,up (powerful figure),Donald Trump's campaign,caption,207600,7618622848541789454
democrats,20260318,yikes!,up (powerful figure),Donald Trump,caption,351900,7618632122722422029
democrats,20260318,every time my staff comes to the White House I give them a pair of shoes that are at least 3 sizes too big for them,up (powerful figure),Donald Trump,overlay,351900,7618632122722422029
democrats,20260318,this guy is in charge of the FCC btw,up (powerful figure),Brendan Carr,caption,189100,7618644705584237838
democrats,20260318,average trump admin official glazing their boss,lateral (institution),Trump administration officials,overlay,189100,7618644705584237838
democrats,20260318,"He is, you know, the alpha in every single realm, in every single place all across the world.",up (powerful figure),Brendan Carr,speech,189100,7618644705584237838
democrats,20260318,look at this godforsaken mess that you made,up (powerful figure),the post-Obama political state,overlay,804800,7618672946566991118
democrats,20260318,Look at this god-versaking mess that you made me,up (powerful figure),the post-Obama political state,sound,804800,7618672946566991118
democrats,20260318,sure pal,up (powerful figure),JD Vance,caption,516800,7618713256340884750
democrats,20260318,BREAKING: Trump's net approval rating hits a historic low at -15.3%.,up (powerful figure),Donald Trump; Jd Vance,overlay,516800,7618713256340884750
democrats,20260319,"Trump was on Truth Social this morning bragging about $180,000 ""rare Trump sneakers"" on sale in Saudi Arabia",up (powerful figure),Donald Trump,overlay,163700,7619031736239934733
democrats,20260319,wtf...,up (powerful figure),Donald Trump,overlay,163700,7619031736239934733
democrats,20260319,"money, money, money, money, money!",up (powerful figure),Donald Trump,sound,163700,7619031736239934733
democrats,20260319,can 2016 trump convince 2026 trump not to start a war?,up (powerful figure),Donald Trump,overlay,266500,7619081010180918541
democrats,20260320,That was awful. Dystopian. The way that ICE is ripping apart communities and terrorising people is so disturbing.,up (powerful figure),U.S. government / ICE,overlay,178300,7619342107492371725
democrats,20260320,this video is evil and disgusting. Do not ever involve me or my music to benefit your inhumane agenda.,lateral (institution),The White House,overlay,178300,7619342107492371725
democrats,20260320,new decrepit hand pic dropped 😍,up (powerful figure),Donald Trump,caption,319600,7619354527233297677
democrats,20260323,"Sending ICE to airports was my idea. That was like the paper clip, you know the story?",up (powerful figure),Donald Trump,overlay,190800,7620480771899329805
democrats,20260323,"he’s talking about sending armed, untrained ICE agents to airports btw",up (powerful figure),Donald Trump,caption,190800,7620480771899329805
democrats,20260325,democrats just flipped trump's home district 😥,up (powerful figure),Donald Trump,overlay,328500,7620988685454019853
democrats,20260325,@Republicans 🫵🤣,lateral (institution),Republicans,caption,328500,7620988685454019853
democrats,20260325,I got these bitches mad again,up (powerful figure),Donald Trump,sound,328500,7620988685454019853
democrats,20260325,you’ll always find your way back home ✨,up (powerful figure),JD Vance,caption,558900,7621282572986813709
democrats,20260325,but you’ll always be an ugly bootlicker ✨,up (powerful figure),JD Vance,overlay,558900,7621282572986813709
democrats,20260325,wtf?,up (powerful figure),Pete Hegseth's pastor,caption,670100,7621303438902578445
democrats,20260325,I pray that God kills him.,up (powerful figure),Pete Hegseth's pastor,speech,670100,7621303438902578445
democrats,20260325,We want him crucified with Christ.,up (powerful figure),Pete Hegseth's pastor,speech,670100,7621303438902578445
democrats,20260325,Tallarico of Tarsus.,up (powerful figure),Pete Hegseth's pastor,speech,670100,7621303438902578445
democrats,20260326,lol,up (powerful figure),Donald Trump,caption,590700,7621597898156936462
democrats,20260326,"Hey, you. You're finally awake.",up (powerful figure),Donald Trump,sound,590700,7621597898156936462
democrats,20260326,WAKE YO AHH UP CUZ IT'S TIME TO GO BEAST MODE 😈🐺😡,up (powerful figure),Donald Trump,overlay,1400000,7621677416338967822
democrats,20260326,"Wake your ass up, because it's time to go beast mode",up (powerful figure),Donald Trump,sound,1400000,7621677416338967822
democrats,20260326,"Indoctrination, a cursed technique that involves manipulating information, presenting the fabricated or distorted reality as undeniable fact.",up (powerful figure),Karoline Leavitt,speech,11100000,7621694492504083725
democrats,20260326,"indoctrination works entirely with the mind, directly attacking the recipient's capacity for independent thought, leaving only compliance.",up (powerful figure),Karoline Leavitt,speech,11100000,7621694492504083725
democrats,20260326,"By releasing an overwhelming amount of cursed energy into the news cycle, the user is able to shape it into precise, targeted attacks.",up (powerful figure),Karoline Leavitt,speech,11100000,7621694492504083725
democrats,20260326,Karoline Leavitt's cursed energy output exceeded conventional limitations as this cursed technique's greatest user.,up (powerful figure),Karoline Leavitt,speech,11100000,7621694492504083725
democrats,20260327,this guy is so fucking horny,up (powerful figure),Donald Trump,caption,481900,7621951612210138382
democrats,20260327,Trump ignores question on the war in Iran to hit on a Fox News host,up (powerful figure),Donald Trump,overlay,481900,7621951612210138382
democrats,20260327,HEARTWARMING: Republicans cheer for a Trump impeachment,lateral (institution),Republican Party,overlay,1300000,7621988586321235214
democrats,20260327,"No, that was the wrong answer.",up (powerful figure),Matt Schlapp,speech,1300000,7621988586321235214
democrats,20260327,building an NFL roster with the money Trump has spent on the war in Iran,up (powerful figure),Donald Trump,overlay,387500,7622053260085431565
democrats,20260327,there’s still $24.2 billion left btw,up (powerful figure),Donald Trump,caption,387500,7622053260085431565
democrats,20260330,no kings in america.,up (powerful figure),Donald Trump,caption,1400000,7623057478145608974
democrats,20260330,you're a ghost,up (powerful figure),Donald Trump,overlay,1400000,7623057478145608974
democrats,20260330,and you're poison,up (powerful figure),Donald Trump,overlay,1400000,7623057478145608974
democrats,20260330,ain't holding any faith at all,up (powerful figure),Donald Trump,overlay,1400000,7623057478145608974
democrats,20260330,I pray for you,up (powerful figure),Donald Trump,overlay,1400000,7623057478145608974
democrats,20260330,HOW MANY MORE WILL I.C.E. MURDER,up (powerful figure),I.C.E.,overlay,1400000,7623057478145608974
democrats,20260330,NO WARS NO LIES,up (powerful figure),Donald Trump,overlay,1400000,7623057478145608974
democrats,20260330,NO KINGS,up (powerful figure),Donald Trump,overlay,1400000,7623057478145608974
democrats,20260330,lol,up (powerful figure),Donald Trump,caption,602900,7623087468312595725
democrats,20260330,posting trump's hand to this bc what's he going to do about it,up (powerful figure),Donald Trump,overlay,602900,7623087468312595725
democrats,20260330,BABY I'M PREYING ON YOU TONIGHT,up (powerful figure),Donald Trump,overlay,602900,7623087468312595725
democrats,20260330,HUNT YOU DOWN,up (powerful figure),Donald Trump,overlay,602900,7623087468312595725
democrats,20260330,EAT YOU ALIVE,up (powerful figure),Donald Trump,overlay,602900,7623087468312595725
democrats,20260330,JUST LIKE ANIMALS,up (powerful figure),Donald Trump,overlay,602900,7623087468312595725
democrats,20260330,ANIMALS,up (powerful figure),Donald Trump,overlay,602900,7623087468312595725
democrats,20260330,ANIMALS LIKE ANIMALS,up (powerful figure),Donald Trump,overlay,602900,7623087468312595725
democrats,20260330,BABY YOU THINK THAT YOU CAN HIDE,up (powerful figure),Donald Trump,overlay,602900,7623087468312595725
democrats,20260330,I CAN SMELL YOUR SCENT FOR MILES,up (powerful figure),Donald Trump,overlay,602900,7623087468312595725
democrats,20260330,BABY,up (powerful figure),Donald Trump,overlay,602900,7623087468312595725
democrats,20260330,priorities ig,up (powerful figure),Lindsey Graham,caption,328800,7623136713904377101
democrats,20260330,lindsey graham taking a break from defunding health care to hang out at disney world in the middle of a war,up (powerful figure),Lindsey Graham,overlay,328800,7623136713904377101
democrats,20260330,dawg why is the military spending money to show off for kid rock,up (powerful figure),The U.S. military and Kid Rock,overlay,984800,7623146874492570893
democrats,20260330,THE SOUTHERN WHITE HOUSE,up (powerful figure),Kid Rock and Donald Trump,overlay,984800,7623146874492570893
democrats,20260331,just letting everyone know karoline leavitt does NOT like this photo,up (powerful figure),Karoline Leavitt,overlay,695800,7623473495770434830
democrats,20260331,ms. rachel on 🔝,up (powerful figure),Usha Vance,caption,128200,7623510828318215438
democrats,20260331,"You can't outdo the doer, okay? You can't outshine the shiner, baby",up (powerful figure),Usha Vance,sound,128200,7623510828318215438
democrats,20260402,someone tell him to stfu,up (powerful figure),Donald Trump,caption,321500,7624161071196114189
democrats,20260402,this mfer interrupted survivor AGAIN 😭,up (powerful figure),Donald Trump,overlay,321500,7624161071196114189
democrats,20260402,LET'S SELL,up (powerful figure),Donald Trump,overlay,76000,7624175455733697805
democrats,20260402,What are we doing??,up (powerful figure),Donald Trump,overlay,76000,7624175455733697805
democrats,20260402,DUH-PRESSION,up (powerful figure),Donald Trump,overlay,76000,7624175455733697805
democrats,20260402,"Darling, let's sell the cart.",up (powerful figure),Donald Trump,sound,76000,7624175455733697805
democrats,20260402,Why don't we just take over the earth?,up (powerful figure),Donald Trump,speech,76000,7624175455733697805
democrats,20260402,sad!,up (powerful figure),Pam Bondi,caption,1100000,7624256298489531661
democrats,20260402,Months of bootlicking fail to save pam bondi 💔,up (powerful figure),Pam Bondi,overlay,1100000,7624256298489531661
democrats,20260403,now you're all out of choices,up (powerful figure),Political opponents,overlay,162600,7624522667827252494
democrats,20260403,oh can you hear the voice,up (powerful figure),Political opponents,overlay,162600,7624522667827252494
democrats,20260403,YET?,up (powerful figure),Political opponents,overlay,162600,7624522667827252494
democrats,20260403,KEEP YOUR LAWS OFF MY BODY,up (powerful figure),Anti-abortion lawmakers,overlay,162600,7624522667827252494
democrats,20260403,NO FASCIST DICTATORS,up (powerful figure),Donald Trump,overlay,162600,7624522667827252494
democrats,20260403,IT REALLY IS A HOT GIRL SUMMER 🥵,up (powerful figure),Climate change deniers,overlay,162600,7624522667827252494
democrats,20260403,MOST AMERICANS ARE IMMIGRANTS MOST IMMIGRANTS ARE NOT CRIMINALS,down (vulnerable),Anti-immigrant politicians/pundits,overlay,162600,7624522667827252494
democrats,20260403,BANS OFF OUR BODIES,up (powerful figure),Anti-abortion lawmakers,overlay,162600,7624522667827252494
democrats,20260403,NO KINGS,up (powerful figure),Donald Trump,overlay,162600,7624522667827252494
democrats,20260403,Can't spell HATRED without RED HAT,up (powerful figure),MAGA supporters,overlay,162600,7624522667827252494
democrats,20260403,"Oh, are you listening yet?",up (powerful figure),Political opponents,sound,162600,7624522667827252494
democrats,20260403,worst president oat,up (powerful figure),Donald Trump,caption,298500,7624586166704147725
democrats,20260403,"See this pen right here? This pen is an interesting example. It's the same thing. So this pen is very inexpensive, but it writes well. I like it. But I can't have the pen the way it was. You know what it is. I don't want to give too much publicity, but they do treat me well. Sharpie.",up (powerful figure),Donald Trump,speech,163300,7624629091114749198
democrats,20260403,inspiring a nation 🫩,up (powerful figure),Donald Trump,caption,163300,7624629091114749198
democrats,20260403,this show sucks,up (powerful figure),Donald Trump,caption,285700,7624638984311819533
democrats,20260403,STREAMING IN MAYBE 2 WEEKS,up (powerful figure),Donald Trump,overlay,285700,7624638984311819533
democrats,20260406,trump holds easter bunny hostage while rambling about planes 😭,up (powerful figure),Donald Trump,overlay,346700,7625680005233642765
democrats,20260406,this zombie mod fcking sucks,up (powerful figure),Donald Trump,overlay,1500000,7625701872204139790
democrats,20260406,it won’t despawn,up (powerful figure),Donald Trump,caption,1500000,7625701872204139790
democrats,20260408,outfit inspo,up (powerful figure),Donald Trump,overlay,1700000,7626432996895182093
democrats,20260409,"stop there, and let me correct it",lateral (institution),Republican Party,overlay,796800,7626773797567319310
democrats,20260409,i wanna live a life from a new perspective!,lateral (institution),Republican Party,overlay,796800,7626773797567319310
democrats,20260409,🤮,up (powerful figure),Donald Trump,caption,501600,7626801424776563982
democrats,20260409,how trump feels going outside with his nasty rash and hand bruise,up (powerful figure),Donald Trump,overlay,501600,7626801424776563982
democrats,20260409,Oh So cute,up (powerful figure),Donald Trump,sound,501600,7626801424776563982
democrats,20260410,Trump crashing out over the MAGA influencers who hate him now 😂,up (powerful figure),Donald Trump,overlay,623000,7627206740626525453
democrats,20260410,Who do you think you are? You’re tweeting out the F word on Easter morning.,up (powerful figure),Donald Trump,overlay,623000,7627206740626525453
democrats,20260410,I am sick of his shit. Can’t he just behave like a normal human?,up (powerful figure),Donald Trump,overlay,623000,7627206740626525453
democrats,20260410,This is a satanic administration,lateral (institution),Donald J. Trump's administration,overlay,623000,7627206740626525453
democrats,20260410,I just feel sorry for him and pray that God can touch his heart and free him from the demonic influences he's under,up (powerful figure),Donald Trump,overlay,623000,7627206740626525453
democrats,20260413,even the pope??,up (powerful figure),Donald Trump,caption,191200,7628265412429499661
democrats,20260413,Trump goes on unhinged rant attacking Pope Leo XIV,up (powerful figure),Donald Trump,overlay,191200,7628265412429499661
democrats,20260413,I DON'T WANT TO GET INTO A DEBATE WITH HIM.,up (powerful figure),Donald Trump,overlay,747200,7628270777112038669
democrats,20260413,I DON'T THINK THAT THE MESSAGE OF THE GOSPEL IS MEANT TO BE ABUSED IN THE WAY THAT SOME PEOPLE ARE DOING.,up (powerful figure),Donald Trump,overlay,747200,7628270777112038669
democrats,20260413,"Me, I— I did post it, and I *thought* it was me as a doctor...",up (powerful figure),Donald Trump,overlay,2300000,7628379832585293069
democrats,20260413,DOES THIS LOOK LIKE A DOCTOR TO YOU?,up (powerful figure),Donald Trump,overlay,2300000,7628379832585293069
democrats,20260413,Doctor,up (powerful figure),Donald Trump,overlay,2300000,7628379832585293069
democrats,20260414,looking ugly per usual,up (powerful figure),Donald Trump,caption,387700,7628666598760385806
democrats,20260414,a cool edit of trump,up (powerful figure),Donald Trump,overlay,387700,7628666598760385806
democrats,20260414,bff’s,up (powerful figure),Donald Trump and Jeffrey Epstein,caption,2400000,7628685675247734030
democrats,20260414,we taking pics like 📸,up (powerful figure),Donald Trump and Jeffrey Epstein,overlay,2400000,7628685675247734030
democrats,20260414,We taking pics like that,up (powerful figure),Donald Trump and Jeffrey Epstein,sound,2400000,7628685675247734030
democrats,20260415,and the crowd goes mild,up (powerful figure),JD Vance,caption,481500,7629001931800825101
democrats,20260415,no one showed up to see jd vance talk 😭😭😭,up (powerful figure),JD Vance,overlay,481500,7629001931800825101
democrats,20260415,<Crickets sound>,up (powerful figure),JD Vance,sound,481500,7629001931800825101
democrats,20260415,thanks trump 😀,up (powerful figure),Donald Trump,caption,3100000,7629011265993608462
democrats,20260416,our lord and savior Samuel L. Jackson,up (powerful figure),Pete Hegseth,caption,1700000,7629386565575249165
